Plugin ID,CVE_x,CVSS,Risk,Host,Port,CVSS.1,弱點名稱,問題描述,建議解決方式,CVE_y,CVSS v2.0 Base Score,Protocol,Name,Synopsis,Description,Solution,See Also,Plugin Output
85582,,7.5,Medium,192.168.71.50,80,7.5,SMTP Server Non-standard Port Detection,遠端網頁伺服器未在所有回應的標頭中，設定 X-Frame-Options 屬性，有點擊挾持(Clickjacking)的威脅，請參考：CWE:693。 相關資訊：192.168.71.50:80。,請於HTTP回傳的標頭增加X-Frame-Options項目，或於HTTP回傳的標頭增加Content-Security-Policy項目以及設定frame-ancestors值，此兩種方式皆可防止攻擊者將frame嵌入。,,4.3,tcp,Web Application Potentially Vulnerable to Clickjacking,"The remote web server may fail to mitigate a class of web application
vulnerabilities.","The remote web server does not set an X-Frame-Options response header
or a Content-Security-Policy 'frame-ancestors' response header in all
content responses. This could potentially expose the site to a
clickjacking or UI redress attack, in which an attacker can trick a
user into clicking an area of the vulnerable page that is different
than what the user perceives the page to be. This can result in a user
performing fraudulent or malicious transactions.

X-Frame-Options has been proposed by Microsoft as a way to mitigate
clickjacking attacks and is currently supported by all major browser
vendors.

Content-Security-Policy (CSP) has been proposed by the W3C Web
Application Security Working Group, with increasing support among
all major browser vendors, as a way to mitigate clickjacking and other
attacks. The 'frame-ancestors' policy directive restricts which
sources can embed the protected resource.

Note that while the X-Frame-Options and Content-Security-Policy
response headers are not the only mitigations for clickjacking, they
are currently the most reliable methods that can be detected through
automation. Therefore, this plugin may produce false positives if
other mitigation strategies (e.g., frame-busting JavaScript) are
deployed or if the page does not perform any security-sensitive
transactions.","Return the X-Frame-Options or Content-Security-Policy (with the
'frame-ancestors' directive) HTTP header with the page's response.
This prevents the page's content from being rendered by another site
when using the frame or iframe HTML tags.","http://www.nessus.org/u?399b1f56
https://www.owasp.org/index.php/Clickjacking_Defense_Cheat_Sheet
https://en.wikipedia.org/wiki/Clickjacking","
The following pages do not use a clickjacking mitigation response header and contain a clickable event :

  - http://192.168.71.50/web/guest/tw/websys/webArch/aboutWim.cgi
  - http://192.168.71.50/web/guest/tw/websys/webArch/authForm.cgi
  - http://192.168.71.50/web/guest/tw/websys/webArch/header.cgi
  - http://192.168.71.50/web/guest/tw/websys/webArch/topPage.cgi
  - http://192.168.71.50/web/guest/tw/websys/webArch/waSearchFirst.cgi
  - http://192.168.71.50/web/guest/tw/websys/webArch/waSearchResult.cgi
"
12218,,5,Medium,192.168.72.10,5353,5,mDNS Detection (Remote Network),遠端主機運行mDNS (Multicast DNS)服務，有資訊洩漏的風險。 相關資訊：192.168.72.10:5353。,如果有需要可針對UDP Port 5353進入的流量進行過濾。,,5,udp,mDNS Detection (Remote Network),It is possible to obtain information about the remote host.,"The remote service understands the Bonjour (also known as ZeroConf or
mDNS) protocol, which allows anyone to uncover information from the
remote host such as its operating system type and exact version, its
hostname, and the list of services it is running. 

This plugin attempts to discover mDNS used by hosts that are not on the
network segment on which Nessus resides.","Filter incoming traffic to UDP port 5353, if desired.",,"Nessus was able to extract the following information :

  - mDNS hostname       : RNP0FA48B.local.

  - Advertised services :
    o Service name      : RICOH imagio MP C2800 [E6E3A6]._http._tcp.local.
      Port number       : 80

"
42263,,8,Medium,192.168.72.10,23,8,Unencrypted Telnet Server,Telnet伺服器以明文方式傳輸資料。 相關資訊：192.168.72.10:23。,建議遠端連線改為可提供加密連線的SSH。,,5.8,tcp,Unencrypted Telnet Server,The remote Telnet server transmits traffic in cleartext.,"The remote host is running a Telnet server over an unencrypted
channel.

Using Telnet over an unencrypted channel is not recommended as logins,
passwords, and commands are transferred in cleartext. This allows a 
remote, man-in-the-middle attacker to eavesdrop on a Telnet session to
obtain credentials or other sensitive information and to modify
traffic exchanged between a client and server.

SSH is preferred over Telnet since it protects credentials from
eavesdropping and can tunnel additional data streams such as an X11
session.",Disable the Telnet service and use SSH instead.,,"
Nessus collected the following banner from the remote Telnet server :

------------------------------ snip ------------------------------

RICOH Maintenance Shell.   
User access verification.
login:
------------------------------ snip ------------------------------
"
76474,,8,Medium,192.168.72.10,161,8,SNMP 'GETBULK' Reflection,SNMP服務會針對GETBULK請求回應大量資料。 相關資訊：192.168.72.10:161。,如不需使用建議關閉SNMP 服務，或變更public驗證字串以限制存取來源。,CVE-2008-4309,5,udp,SNMP 'GETBULK' Reflection DDoS,"The remote SNMP daemon is affected by a vulnerability that allows a
reflected distributed denial of service attack.","The remote SNMP daemon is responding with a large amount of data to a
'GETBULK' request with a larger than normal value for
'max-repetitions'. A remote attacker can use this SNMP server to
conduct a reflected distributed denial of service attack on an
arbitrary remote host.","Disable the SNMP service on the remote host if you do not use it.
Otherwise, restrict and monitor access to this service, and consider
changing the default 'public' community string.",http://www.nessus.org/u?8b551b5c,"
Nessus was able to determine the SNMP service can be abused in an SNMP
Reflection DDoS attack :

  Request size  (bytes) : 42
  Response size (bytes) : 1394
"
85582,,7.5,Medium,192.168.72.10,80,7.5,SMTP Server Non-standard Port Detection,遠端網頁伺服器未在所有回應的標頭中，設定 X-Frame-Options 屬性，有點擊挾持(Clickjacking)的威脅，請參考：CWE:693。 相關資訊：192.168.72.10:80。,請於HTTP回傳的標頭增加X-Frame-Options項目，或於HTTP回傳的標頭增加Content-Security-Policy項目以及設定frame-ancestors值，此兩種方式皆可防止攻擊者將frame嵌入。,,4.3,tcp,Web Application Potentially Vulnerable to Clickjacking,"The remote web server may fail to mitigate a class of web application
vulnerabilities.","The remote web server does not set an X-Frame-Options response header
or a Content-Security-Policy 'frame-ancestors' response header in all
content responses. This could potentially expose the site to a
clickjacking or UI redress attack, in which an attacker can trick a
user into clicking an area of the vulnerable page that is different
than what the user perceives the page to be. This can result in a user
performing fraudulent or malicious transactions.

X-Frame-Options has been proposed by Microsoft as a way to mitigate
clickjacking attacks and is currently supported by all major browser
vendors.

Content-Security-Policy (CSP) has been proposed by the W3C Web
Application Security Working Group, with increasing support among
all major browser vendors, as a way to mitigate clickjacking and other
attacks. The 'frame-ancestors' policy directive restricts which
sources can embed the protected resource.

Note that while the X-Frame-Options and Content-Security-Policy
response headers are not the only mitigations for clickjacking, they
are currently the most reliable methods that can be detected through
automation. Therefore, this plugin may produce false positives if
other mitigation strategies (e.g., frame-busting JavaScript) are
deployed or if the page does not perform any security-sensitive
transactions.","Return the X-Frame-Options or Content-Security-Policy (with the
'frame-ancestors' directive) HTTP header with the page's response.
This prevents the page's content from being rendered by another site
when using the frame or iframe HTML tags.","http://www.nessus.org/u?399b1f56
https://www.owasp.org/index.php/Clickjacking_Defense_Cheat_Sheet
https://en.wikipedia.org/wiki/Clickjacking","
The following pages do not use a clickjacking mitigation response header and contain a clickable event :

  - http://192.168.72.10/web/guest/en/websys/webArch/aboutWim.cgi
  - http://192.168.72.10/web/guest/en/websys/webArch/authForm.cgi
  - http://192.168.72.10/web/guest/en/websys/webArch/header.cgi
  - http://192.168.72.10/web/guest/en/websys/webArch/linkPage.cgi
  - http://192.168.72.10/web/guest/en/websys/webArch/topPage.cgi
  - http://192.168.72.10/web/guest/en/websys/webArch/waSearchFirst.cgi
  - http://192.168.72.10/web/guest/en/websys/webArch/waSearchResult.cgi
"
12218,,5,Medium,192.168.73.200,5353,5,mDNS Detection (Remote Network),遠端主機運行mDNS (Multicast DNS)服務，有資訊洩漏的風險。 相關資訊：192.168.73.200:5353。,如果有需要可針對UDP Port 5353進入的流量進行過濾。,,5,udp,mDNS Detection (Remote Network),It is possible to obtain information about the remote host.,"The remote service understands the Bonjour (also known as ZeroConf or
mDNS) protocol, which allows anyone to uncover information from the
remote host such as its operating system type and exact version, its
hostname, and the list of services it is running. 

This plugin attempts to discover mDNS used by hosts that are not on the
network segment on which Nessus resides.","Filter incoming traffic to UDP port 5353, if desired.",,"Nessus was able to extract the following information :

  - mDNS hostname       : RNP002673966A31.local.

  - Advertised services :
    o Service name      : RICOH MP C5503 [002673966A31]._http._tcp.local.
      Port number       : 80

"
42263,,8,Medium,192.168.73.200,23,8,Unencrypted Telnet Server,Telnet伺服器以明文方式傳輸資料。 相關資訊：192.168.73.200:23。,建議遠端連線改為可提供加密連線的SSH。,,5.8,tcp,Unencrypted Telnet Server,The remote Telnet server transmits traffic in cleartext.,"The remote host is running a Telnet server over an unencrypted
channel.

Using Telnet over an unencrypted channel is not recommended as logins,
passwords, and commands are transferred in cleartext. This allows a 
remote, man-in-the-middle attacker to eavesdrop on a Telnet session to
obtain credentials or other sensitive information and to modify
traffic exchanged between a client and server.

SSH is preferred over Telnet since it protects credentials from
eavesdropping and can tunnel additional data streams such as an X11
session.",Disable the Telnet service and use SSH instead.,,"
Nessus collected the following banner from the remote Telnet server :

------------------------------ snip ------------------------------

RICOH Maintenance Shell.   
User access verification.
login:
------------------------------ snip ------------------------------
"
76474,,8,Medium,192.168.73.200,161,8,SNMP 'GETBULK' Reflection,SNMP服務會針對GETBULK請求回應大量資料。 相關資訊：192.168.73.200:161。,如不需使用建議關閉SNMP 服務，或變更public驗證字串以限制存取來源。,CVE-2008-4309,5,udp,SNMP 'GETBULK' Reflection DDoS,"The remote SNMP daemon is affected by a vulnerability that allows a
reflected distributed denial of service attack.","The remote SNMP daemon is responding with a large amount of data to a
'GETBULK' request with a larger than normal value for
'max-repetitions'. A remote attacker can use this SNMP server to
conduct a reflected distributed denial of service attack on an
arbitrary remote host.","Disable the SNMP service on the remote host if you do not use it.
Otherwise, restrict and monitor access to this service, and consider
changing the default 'public' community string.",http://www.nessus.org/u?8b551b5c,"
Nessus was able to determine the SNMP service can be abused in an SNMP
Reflection DDoS attack :

  Request size  (bytes) : 42
  Response size (bytes) : 1400
"
12218,,5,Medium,192.168.80.241,5353,5,mDNS Detection (Remote Network),遠端主機運行mDNS (Multicast DNS)服務，有資訊洩漏的風險。 相關資訊：192.168.80.241:5353。,如果有需要可針對UDP Port 5353進入的流量進行過濾。,,5,udp,mDNS Detection (Remote Network),It is possible to obtain information about the remote host.,"The remote service understands the Bonjour (also known as ZeroConf or
mDNS) protocol, which allows anyone to uncover information from the
remote host such as its operating system type and exact version, its
hostname, and the list of services it is running. 

This plugin attempts to discover mDNS used by hosts that are not on the
network segment on which Nessus resides.","Filter incoming traffic to UDP port 5353, if desired.",,"Nessus was able to extract the following information :

  - mDNS hostname       : RNP002673D0B8F5.local.

  - Advertised services :
    o Service name      : RICOH MP 5054 [002673D0B8F5]._http._tcp.local.
      Port number       : 80

"
42263,,8,Medium,192.168.80.241,23,8,Unencrypted Telnet Server,Telnet伺服器以明文方式傳輸資料。 相關資訊：192.168.80.241:23。,建議遠端連線改為可提供加密連線的SSH。,,5.8,tcp,Unencrypted Telnet Server,The remote Telnet server transmits traffic in cleartext.,"The remote host is running a Telnet server over an unencrypted
channel.

Using Telnet over an unencrypted channel is not recommended as logins,
passwords, and commands are transferred in cleartext. This allows a 
remote, man-in-the-middle attacker to eavesdrop on a Telnet session to
obtain credentials or other sensitive information and to modify
traffic exchanged between a client and server.

SSH is preferred over Telnet since it protects credentials from
eavesdropping and can tunnel additional data streams such as an X11
session.",Disable the Telnet service and use SSH instead.,,"
Nessus collected the following banner from the remote Telnet server :

------------------------------ snip ------------------------------

RICOH Maintenance Shell.   
User access verification.
login:
------------------------------ snip ------------------------------
"
85582,,7.5,Medium,192.168.80.241,80,7.5,SMTP Server Non-standard Port Detection,遠端網頁伺服器未在所有回應的標頭中，設定 X-Frame-Options 屬性，有點擊挾持(Clickjacking)的威脅，請參考：CWE:693。 相關資訊：192.168.80.241:80。,請於HTTP回傳的標頭增加X-Frame-Options項目，或於HTTP回傳的標頭增加Content-Security-Policy項目以及設定frame-ancestors值，此兩種方式皆可防止攻擊者將frame嵌入。,,4.3,tcp,Web Application Potentially Vulnerable to Clickjacking,"The remote web server may fail to mitigate a class of web application
vulnerabilities.","The remote web server does not set an X-Frame-Options response header
or a Content-Security-Policy 'frame-ancestors' response header in all
content responses. This could potentially expose the site to a
clickjacking or UI redress attack, in which an attacker can trick a
user into clicking an area of the vulnerable page that is different
than what the user perceives the page to be. This can result in a user
performing fraudulent or malicious transactions.

X-Frame-Options has been proposed by Microsoft as a way to mitigate
clickjacking attacks and is currently supported by all major browser
vendors.

Content-Security-Policy (CSP) has been proposed by the W3C Web
Application Security Working Group, with increasing support among
all major browser vendors, as a way to mitigate clickjacking and other
attacks. The 'frame-ancestors' policy directive restricts which
sources can embed the protected resource.

Note that while the X-Frame-Options and Content-Security-Policy
response headers are not the only mitigations for clickjacking, they
are currently the most reliable methods that can be detected through
automation. Therefore, this plugin may produce false positives if
other mitigation strategies (e.g., frame-busting JavaScript) are
deployed or if the page does not perform any security-sensitive
transactions.","Return the X-Frame-Options or Content-Security-Policy (with the
'frame-ancestors' directive) HTTP header with the page's response.
This prevents the page's content from being rendered by another site
when using the frame or iframe HTML tags.","http://www.nessus.org/u?399b1f56
https://www.owasp.org/index.php/Clickjacking_Defense_Cheat_Sheet
https://en.wikipedia.org/wiki/Clickjacking","
The following pages do not use a clickjacking mitigation response header and contain a clickable event :

  - http://192.168.80.241/web/guest/tw/websys/webArch/aboutWim.cgi
  - http://192.168.80.241/web/guest/tw/websys/webArch/authForm.cgi
  - http://192.168.80.241/web/guest/tw/websys/webArch/header.cgi
  - http://192.168.80.241/web/guest/tw/websys/webArch/topPage.cgi
  - http://192.168.80.241/web/guest/tw/websys/webArch/waSearchFirst.cgi
  - http://192.168.80.241/web/guest/tw/websys/webArch/waSearchResult.cgi
"
26194,,6.5,Low,192.168.108.240,80,6.5,Plain Text  Transfer,遠端伺服器以明文方式傳輸資料。 相關資訊：192.168.108.240:80。,如為網頁伺服器請提供SSL/TLS加密連線，如為Telnet請改為使用SSH加密連線。,,2.6,tcp,Web Server Transmits Cleartext Credentials,The remote web server might transmit credentials in cleartext.,"The remote web server contains several HTML form fields containing
an input of type 'password' which transmit their information to
a remote web server in cleartext.

An attacker eavesdropping the traffic between web browser and 
server may obtain logins and passwords of valid users.",Make sure that every sensitive form transmits content over HTTPS.,,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
42057,,6.5,Low,192.168.108.240,80,6.5,Web Server Allows Password Auto-Completio,網頁上的輸入欄位未停用「autocomplete」屬性。 相關資訊：192.168.108.240:80。,將屬性「autocomplete=off」加入這些欄位，防止瀏覽器快取認證。,,,tcp,Web Server Allows Password Auto-Completion,The 'autocomplete' attribute is not disabled on password fields.,"The remote web server contains at least one HTML form field that has
an input of type 'password' where 'autocomplete' is not set to 'off'.

While this does not represent a risk to this web server per se, it
does mean that users who use the affected forms may have their
credentials saved in their browsers, which could in turn lead to a
loss of confidentiality if any of them use a shared host or if their
machine is compromised at some point.","Add the attribute 'autocomplete=off' to these fields to prevent
browsers from caching credentials.",,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
26194,,6.5,Low,192.168.109.202,80,6.5,Plain Text  Transfer,遠端伺服器以明文方式傳輸資料。 相關資訊：192.168.109.202:80。,如為網頁伺服器請提供SSL/TLS加密連線，如為Telnet請改為使用SSH加密連線。,,2.6,tcp,Web Server Transmits Cleartext Credentials,The remote web server might transmit credentials in cleartext.,"The remote web server contains several HTML form fields containing
an input of type 'password' which transmit their information to
a remote web server in cleartext.

An attacker eavesdropping the traffic between web browser and 
server may obtain logins and passwords of valid users.",Make sure that every sensitive form transmits content over HTTPS.,,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
42057,,6.5,Low,192.168.109.202,80,6.5,Web Server Allows Password Auto-Completio,網頁上的輸入欄位未停用「autocomplete」屬性。 相關資訊：192.168.109.202:80。,將屬性「autocomplete=off」加入這些欄位，防止瀏覽器快取認證。,,,tcp,Web Server Allows Password Auto-Completion,The 'autocomplete' attribute is not disabled on password fields.,"The remote web server contains at least one HTML form field that has
an input of type 'password' where 'autocomplete' is not set to 'off'.

While this does not represent a risk to this web server per se, it
does mean that users who use the affected forms may have their
credentials saved in their browsers, which could in turn lead to a
loss of confidentiality if any of them use a shared host or if their
machine is compromised at some point.","Add the attribute 'autocomplete=off' to these fields to prevent
browsers from caching credentials.",,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
26194,,6.5,Low,192.168.109.203,80,6.5,Plain Text  Transfer,遠端伺服器以明文方式傳輸資料。 相關資訊：192.168.109.203:80。,如為網頁伺服器請提供SSL/TLS加密連線，如為Telnet請改為使用SSH加密連線。,,2.6,tcp,Web Server Transmits Cleartext Credentials,The remote web server might transmit credentials in cleartext.,"The remote web server contains several HTML form fields containing
an input of type 'password' which transmit their information to
a remote web server in cleartext.

An attacker eavesdropping the traffic between web browser and 
server may obtain logins and passwords of valid users.",Make sure that every sensitive form transmits content over HTTPS.,,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
42057,,6.5,Low,192.168.109.203,80,6.5,Web Server Allows Password Auto-Completio,網頁上的輸入欄位未停用「autocomplete」屬性。 相關資訊：192.168.109.203:80。,將屬性「autocomplete=off」加入這些欄位，防止瀏覽器快取認證。,,,tcp,Web Server Allows Password Auto-Completion,The 'autocomplete' attribute is not disabled on password fields.,"The remote web server contains at least one HTML form field that has
an input of type 'password' where 'autocomplete' is not set to 'off'.

While this does not represent a risk to this web server per se, it
does mean that users who use the affected forms may have their
credentials saved in their browsers, which could in turn lead to a
loss of confidentiality if any of them use a shared host or if their
machine is compromised at some point.","Add the attribute 'autocomplete=off' to these fields to prevent
browsers from caching credentials.",,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
34850,,6.8,Low,192.168.11.50,80,6.8,Web Server Uses Basic Authentication Without HTTPS,網頁伺服器上包含網頁採用基本驗證(Basic Authentication)且沒有使用HTTPS進行加密連線。 相關資訊：192.168.11.50:80。,確保HTTP驗證方式透過HTTPS加密連線傳輸。,,2.6,tcp,Web Server Uses Basic Authentication Without HTTPS,The remote web server seems to transmit credentials in cleartext.,"The remote web server contains web pages that are protected by 'Basic'
authentication over cleartext.

An attacker eavesdropping the traffic might obtain logins and passwords
of valid users.",Make sure that HTTP authentication is transmitted over HTTPS.,,"
The following web pages use Basic Authentication over an unencrypted
channel :

/:/  realm=""CentreWare Internet Services""
"
26194,,6.5,Low,192.168.110.241,80,6.5,Plain Text  Transfer,遠端伺服器以明文方式傳輸資料。 相關資訊：192.168.110.241:80。,如為網頁伺服器請提供SSL/TLS加密連線，如為Telnet請改為使用SSH加密連線。,,2.6,tcp,Web Server Transmits Cleartext Credentials,The remote web server might transmit credentials in cleartext.,"The remote web server contains several HTML form fields containing
an input of type 'password' which transmit their information to
a remote web server in cleartext.

An attacker eavesdropping the traffic between web browser and 
server may obtain logins and passwords of valid users.",Make sure that every sensitive form transmits content over HTTPS.,,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
42057,,6.5,Low,192.168.110.241,80,6.5,Web Server Allows Password Auto-Completio,網頁上的輸入欄位未停用「autocomplete」屬性。 相關資訊：192.168.110.241:80。,將屬性「autocomplete=off」加入這些欄位，防止瀏覽器快取認證。,,,tcp,Web Server Allows Password Auto-Completion,The 'autocomplete' attribute is not disabled on password fields.,"The remote web server contains at least one HTML form field that has
an input of type 'password' where 'autocomplete' is not set to 'off'.

While this does not represent a risk to this web server per se, it
does mean that users who use the affected forms may have their
credentials saved in their browsers, which could in turn lead to a
loss of confidentiality if any of them use a shared host or if their
machine is compromised at some point.","Add the attribute 'autocomplete=off' to these fields to prevent
browsers from caching credentials.",,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
42057,,6.5,Low,192.168.110.241,443,6.5,Web Server Allows Password Auto-Completio,網頁上的輸入欄位未停用「autocomplete」屬性。 相關資訊：192.168.110.241:443。,將屬性「autocomplete=off」加入這些欄位，防止瀏覽器快取認證。,,,tcp,Web Server Allows Password Auto-Completion,The 'autocomplete' attribute is not disabled on password fields.,"The remote web server contains at least one HTML form field that has
an input of type 'password' where 'autocomplete' is not set to 'off'.

While this does not represent a risk to this web server per se, it
does mean that users who use the affected forms may have their
credentials saved in their browsers, which could in turn lead to a
loss of confidentiality if any of them use a shared host or if their
machine is compromised at some point.","Add the attribute 'autocomplete=off' to these fields to prevent
browsers from caching credentials.",,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
34850,,6.8,Low,192.168.12.201,80,6.8,Web Server Uses Basic Authentication Without HTTPS,網頁伺服器上包含網頁採用基本驗證(Basic Authentication)且沒有使用HTTPS進行加密連線。 相關資訊：192.168.12.201:80。,確保HTTP驗證方式透過HTTPS加密連線傳輸。,,2.6,tcp,Web Server Uses Basic Authentication Without HTTPS,The remote web server seems to transmit credentials in cleartext.,"The remote web server contains web pages that are protected by 'Basic'
authentication over cleartext.

An attacker eavesdropping the traffic might obtain logins and passwords
of valid users.",Make sure that HTTP authentication is transmitted over HTTPS.,,"
The following web pages use Basic Authentication over an unencrypted
channel :

/:/  realm=""CentreWare Internet Services""
"
34850,,6.8,Low,192.168.14.99,80,6.8,Web Server Uses Basic Authentication Without HTTPS,網頁伺服器上包含網頁採用基本驗證(Basic Authentication)且沒有使用HTTPS進行加密連線。 相關資訊：192.168.14.99:80。,確保HTTP驗證方式透過HTTPS加密連線傳輸。,,2.6,tcp,Web Server Uses Basic Authentication Without HTTPS,The remote web server seems to transmit credentials in cleartext.,"The remote web server contains web pages that are protected by 'Basic'
authentication over cleartext.

An attacker eavesdropping the traffic might obtain logins and passwords
of valid users.",Make sure that HTTP authentication is transmitted over HTTPS.,,"
The following web pages use Basic Authentication over an unencrypted
channel :

/:/  realm=""CentreWare Internet Services""
"
26194,,6.5,Low,192.168.18.191,80,6.5,Plain Text  Transfer,遠端伺服器以明文方式傳輸資料。 相關資訊：192.168.18.191:80。,如為網頁伺服器請提供SSL/TLS加密連線，如為Telnet請改為使用SSH加密連線。,,2.6,tcp,Web Server Transmits Cleartext Credentials,The remote web server might transmit credentials in cleartext.,"The remote web server contains several HTML form fields containing
an input of type 'password' which transmit their information to
a remote web server in cleartext.

An attacker eavesdropping the traffic between web browser and 
server may obtain logins and passwords of valid users.",Make sure that every sensitive form transmits content over HTTPS.,,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
42057,,6.5,Low,192.168.18.191,80,6.5,Web Server Allows Password Auto-Completio,網頁上的輸入欄位未停用「autocomplete」屬性。 相關資訊：192.168.18.191:80。,將屬性「autocomplete=off」加入這些欄位，防止瀏覽器快取認證。,,,tcp,Web Server Allows Password Auto-Completion,The 'autocomplete' attribute is not disabled on password fields.,"The remote web server contains at least one HTML form field that has
an input of type 'password' where 'autocomplete' is not set to 'off'.

While this does not represent a risk to this web server per se, it
does mean that users who use the affected forms may have their
credentials saved in their browsers, which could in turn lead to a
loss of confidentiality if any of them use a shared host or if their
machine is compromised at some point.","Add the attribute 'autocomplete=off' to these fields to prevent
browsers from caching credentials.",,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
11197,CVE-2003-0001,5,Low,192.168.18.193,0,5,Etherleak' Improper Padding Memory Disclosure,Ethernet裝置驅動程式Frame填補資訊洩漏漏洞，當小於46位元組的封包進行填補時仍使用先前的傳輸數據，並未使用Null字元進行填補，請參考：CVE-2003-0001。 相關資訊：192.168.18.193:0。,請針對網路驅動程式進行安全性更新。,CVE-2003-0001,3.3,icmp,Multiple Ethernet Driver Frame Padding Information Disclosure (Etherleak),The remote host appears to leak memory in network packets.,"The remote host uses a network device driver that pads ethernet frames
with data which vary from one packet to another, likely taken from
kernel memory, system memory allocated to the device driver, or a
hardware buffer on its network interface card.

Known as 'Etherleak', this information disclosure vulnerability may
allow an attacker to collect sensitive information from the affected
host provided he is on the same physical subnet as that host.",Contact the network device driver's vendor for a fix.,http://www.nessus.org/u?719c90b4,"
Padding observed in one frame :

  0x00:  00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00    ................
  0x10:  00                                                 .               
  
Padding observed in another frame :

  0x00:  65 73 73 75 73 6E 65 73 73 75 73 6E 65 73 73 75    essusnessusnessu
  0x10:  73                                                 s
"
26194,,6.5,Low,192.168.22.44,80,6.5,Plain Text  Transfer,遠端伺服器以明文方式傳輸資料。 相關資訊：192.168.22.44:80。,如為網頁伺服器請提供SSL/TLS加密連線，如為Telnet請改為使用SSH加密連線。,,2.6,tcp,Web Server Transmits Cleartext Credentials,The remote web server might transmit credentials in cleartext.,"The remote web server contains several HTML form fields containing
an input of type 'password' which transmit their information to
a remote web server in cleartext.

An attacker eavesdropping the traffic between web browser and 
server may obtain logins and passwords of valid users.",Make sure that every sensitive form transmits content over HTTPS.,,"Page : /login.html
Destination Page: /login.html

"
26194,,6.5,Low,192.168.30.198,80,6.5,Plain Text  Transfer,遠端伺服器以明文方式傳輸資料。 相關資訊：192.168.30.198:80。,如為網頁伺服器請提供SSL/TLS加密連線，如為Telnet請改為使用SSH加密連線。,,2.6,tcp,Web Server Transmits Cleartext Credentials,The remote web server might transmit credentials in cleartext.,"The remote web server contains several HTML form fields containing
an input of type 'password' which transmit their information to
a remote web server in cleartext.

An attacker eavesdropping the traffic between web browser and 
server may obtain logins and passwords of valid users.",Make sure that every sensitive form transmits content over HTTPS.,,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
42057,,6.5,Low,192.168.30.198,80,6.5,Web Server Allows Password Auto-Completio,網頁上的輸入欄位未停用「autocomplete」屬性。 相關資訊：192.168.30.198:80。,將屬性「autocomplete=off」加入這些欄位，防止瀏覽器快取認證。,,,tcp,Web Server Allows Password Auto-Completion,The 'autocomplete' attribute is not disabled on password fields.,"The remote web server contains at least one HTML form field that has
an input of type 'password' where 'autocomplete' is not set to 'off'.

While this does not represent a risk to this web server per se, it
does mean that users who use the affected forms may have their
credentials saved in their browsers, which could in turn lead to a
loss of confidentiality if any of them use a shared host or if their
machine is compromised at some point.","Add the attribute 'autocomplete=off' to these fields to prevent
browsers from caching credentials.",,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
26194,,6.5,Low,192.168.31.240,80,6.5,Plain Text  Transfer,遠端伺服器以明文方式傳輸資料。 相關資訊：192.168.31.240:80。,如為網頁伺服器請提供SSL/TLS加密連線，如為Telnet請改為使用SSH加密連線。,,2.6,tcp,Web Server Transmits Cleartext Credentials,The remote web server might transmit credentials in cleartext.,"The remote web server contains several HTML form fields containing
an input of type 'password' which transmit their information to
a remote web server in cleartext.

An attacker eavesdropping the traffic between web browser and 
server may obtain logins and passwords of valid users.",Make sure that every sensitive form transmits content over HTTPS.,,"Page : /web/guest/tw/websys/webArch/authForm.cgi
Destination Page: /web/guest/tw/websys/webArch/login.cgi

"
